# Date:     2025-09-16 18:17:56
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-LMC-CEP-4140	F	05:33:30.83	-72:11:31.9	14.447	15.280	0.833	7.5129329	0.0000813	6006.16354	0.158	0.173	5.985	0.000	-99.99	-99.99	-99.99	LMC514.22.13028	-99.99	
OGLE-LMC-CEP-4141	F	05:33:33.90	-66:09:16.2	15.435	16.157	0.722	2.8725119	0.0000043	6002.39185	0.430	0.466	4.478	0.239	2.808	-99.99	-99.99	LMC519.19.15044	HV12827	
OGLE-LMC-CEP-4142	F	05:33:38.66	-65:22:10.2	15.290	16.062	0.772	3.3846913	0.0000077	6001.33773	0.282	0.337	4.591	0.128	2.983	-99.99	-99.99	LMC520.02.7767	-99.99	
OGLE-LMC-CEP-4143	F	05:33:45.59	-67:44:39.1	13.985	14.930	0.945	10.0255069	0.0000432	6006.57192	0.455	0.150	5.778	0.155	5.540	-99.99	-99.99	LMC518.11.3	HV2675	
OGLE-LMC-CEP-4144	1	05:33:46.79	-67:31:44.9	15.175	15.732	0.557	1.9898693	0.0000043	6001.54917	0.273	0.178	4.621	0.015	3.275	-99.99	-99.99	LMC518.11.9594	-99.99	
OGLE-LMC-CEP-4145	F	05:33:47.09	-66:56:52.6	15.415	16.133	0.718	3.1408629	0.0000150	6003.03988	0.348	0.402	4.596	0.195	3.017	-99.99	-99.99	LMC518.28.7369	-99.99	
OGLE-LMC-CEP-4146	F	05:33:55.52	-66:05:17.2	15.367	16.173	0.806	3.5511446	0.0000116	6000.63963	0.303	0.347	4.642	0.141	2.951	-99.99	-99.99	LMC519.19.15052	-99.99	
OGLE-LMC-CEP-4147	12	05:33:59.19	-67:35:29.0	16.440	17.115	0.675	1.0308454	0.0000067	6000.27788	0.187	0.193	4.244	0.060	2.240	-99.99	-99.99	LMC518.10.18167	-99.99	
OGLE-LMC-CEP-4148	F	05:33:59.46	-67:38:15.8	13.561	14.427	0.866	12.3135892	0.0001046	6007.02823	0.444	0.027	4.631	0.138	1.236	-99.99	-99.99	LMC518.10.14479	HV998	
OGLE-LMC-CEP-4149	1	05:34:05.07	-64:38:38.3	16.290	16.941	0.651	1.0110513	0.0000027	6001.00341	0.165	0.151	3.937	0.046	1.273	-99.99	-99.99	LMC520.26.51	-99.99	
OGLE-LMC-CEP-4150	F	05:34:07.51	-67:18:58.3	16.182	16.866	0.684	1.9206659	0.0000022	6001.25554	0.449	0.442	4.446	0.263	2.699	-99.99	-99.99	LMC518.19.14603	-99.99	
OGLE-LMC-CEP-4151	F	05:34:09.01	-65:10:29.9	16.110	16.756	0.646	1.5758875	0.0000014	6000.46979	0.516	0.483	4.188	0.296	2.192	-99.99	-99.99	LMC520.09.120	-99.99	
OGLE-LMC-CEP-4152	1	05:34:09.42	-66:48:43.3	14.854	15.480	0.626	2.5623218	0.0000075	6001.64196	0.172	0.058	4.461	0.011	-99.99	-99.99	-99.99	LMC519.02.22	-99.99	
OGLE-LMC-CEP-4153	F	05:34:12.11	-67:23:09.5	13.962	14.768	0.806	8.6677668	0.0000353	6006.33354	0.459	0.276	5.537	0.208	4.243	-99.99	-99.99	LMC518.19.14563	HV2680	
OGLE-LMC-CEP-4154	F	05:34:13.88	-63:10:01.2	15.543	16.314	0.771	2.5014573	0.0000109	6000.84619	0.340	0.380	4.290	0.184	2.519	-99.99	-99.99	LMC597.16.6920	-99.99	
OGLE-LMC-CEP-4155	F	05:34:14.32	-65:14:25.5	15.569	16.318	0.749	2.5807322	0.0000090	6001.52599	0.204	0.275	4.401	0.071	2.606	-99.99	-99.99	LMC520.09.50	-99.99	
OGLE-LMC-CEP-4156	1	05:34:17.87	-67:15:04.3	14.932	15.537	0.605	2.3795637	0.0000164	6001.23890	0.072	0.034	-99.99	0.000	-99.99	-99.99	-99.99	LMC518.19.17861	-99.99	
OGLE-LMC-CEP-4157	F	05:34:22.84	-65:03:29.0	15.342	15.966	0.624	2.7034612	0.0000034	6001.73389	0.576	0.489	4.442	0.272	2.661	-99.99	-99.99	LMC520.09.8790	-99.99	
OGLE-LMC-CEP-4158	1	05:34:24.89	-67:25:42.0	16.064	16.721	0.657	1.3786091	0.0000034	6000.48724	0.253	0.184	4.453	0.046	2.742	-99.99	-99.99	LMC518.19.11660	-99.99	
OGLE-LMC-CEP-4159	F	05:34:27.26	-65:58:23.6	15.293	16.008	0.715	3.1889110	0.0000045	6001.04150	0.513	0.483	4.576	0.273	2.933	-99.99	-99.99	LMC519.19.9768	HV12828	
OGLE-LMC-CEP-4160	1	05:34:36.19	-66:37:23.3	17.871	18.413	0.542	0.3282002	0.0000005	6000.19833	0.205	0.183	2.384	0.088	0.067	-99.99	-99.99	LMC519.02.9348	-99.99	
OGLE-LMC-CEP-4161	F	05:34:42.56	-66:17:09.8	14.355	14.981	0.626	7.1964434	0.0005262	6006.36381	0.077	0.141	4.687	0.060	6.239	-99.99	-99.99	LMC519.10.10838	-99.99	
OGLE-LMC-CEP-4162	1	05:34:43.82	-74:00:40.5	15.338	15.925	0.587	1.9859017	0.0000121	6001.19990	0.241	0.162	4.546	0.046	3.318	-99.99	-99.99	LMC526.04.5527	-99.99	
OGLE-LMC-CEP-4163	F	05:34:44.87	-65:04:41.3	15.195	15.879	0.684	3.2309845	0.0000040	6000.22665	0.508	0.459	4.563	0.258	2.882	-99.99	-99.99	LMC520.09.8781	-99.99	
OGLE-LMC-CEP-4164	1	05:34:57.38	-72:06:22.0	15.982	16.631	0.649	1.4134476	0.0000029	6001.29780	0.212	0.190	4.416	0.037	1.919	-99.99	-99.99	LMC514.21.13454	-99.99	
OGLE-LMC-CEP-4165	F	05:34:58.37	-65:36:16.3	15.359	16.044	0.685	3.1362879	0.0000121	6001.02447	0.453	0.433	4.598	0.216	2.905	-99.99	-99.99	LMC520.01.21	-99.99	
OGLE-LMC-CEP-4166	1	05:34:59.88	-66:40:52.5	15.733	16.349	0.616	1.5734487	0.0000035	6000.20589	0.239	0.172	4.650	0.018	2.949	-99.99	-99.99	LMC519.01.22821	-99.99	
OGLE-LMC-CEP-4167	F	05:35:02.26	-64:52:44.1	14.755	15.350	0.595	4.1115892	0.0000058	6002.34558	0.556	0.400	4.484	0.176	2.607	-99.99	-99.99	LMC520.18.21	-99.99	
OGLE-LMC-CEP-4168	F	05:35:02.87	-62:20:23.6	15.470	16.120	0.650	2.8685531	0.0000073	6001.85013	0.561	0.503	4.553	0.298	2.842	-99.99	-99.99	LMC593.17.4335	-99.99	
OGLE-LMC-CEP-4169	F	05:35:06.62	-65:16:08.3	15.085	15.837	0.752	3.6294099	0.0000090	6002.15482	0.395	0.402	4.656	0.190	3.048	-99.99	-99.99	LMC520.09.42	-99.99	
OGLE-LMC-CEP-4170	12	05:35:16.97	-65:12:07.7	15.465	16.122	0.657	1.7352977	0.0000041	6001.31409	0.175	0.129	4.813	0.020	3.425	-99.99	-99.99	LMC520.09.60	-99.99	
OGLE-LMC-CEP-4171	2	05:35:19.44	-66:41:25.9	15.866	16.358	0.492	0.8790539	0.0000045	6000.27156	0.047	0.000	-99.99	0.000	-99.99	-99.99	-99.99	LMC519.01.22833	-99.99	
OGLE-LMC-CEP-4172	1	05:35:22.68	-66:23:46.1	14.607	15.174	0.567	2.9141316	0.0000102	6002.90944	0.218	0.062	3.875	0.025	5.728	-99.99	-99.99	LMC519.09.14926	-99.99	secondary period 1.383279 d
OGLE-LMC-CEP-4173	1	05:35:33.18	-63:07:13.6	16.502	17.106	0.604	0.9042202	0.0000028	6000.52585	0.176	0.182	3.619	0.101	1.578	-99.99	-99.99	LMC597.24.53	-99.99	
OGLE-LMC-CEP-4174	1	05:35:34.06	-66:26:33.7	15.857	16.507	0.650	1.3831083	0.0000035	6000.82479	0.181	0.173	4.375	0.024	2.433	-99.99	-99.99	LMC519.09.2739	-99.99	
OGLE-LMC-CEP-4175	1	05:35:35.68	-64:28:04.3	14.959	15.526	0.567	2.6659284	0.0000082	6001.11561	0.247	0.201	3.934	0.053	1.742	-99.99	-99.99	LMC596.16.6518	-99.99	
OGLE-LMC-CEP-4176	F	05:35:36.08	-67:15:56.4	13.936	14.715	0.779	8.3382842	0.0000369	6000.61595	0.403	0.316	5.442	0.149	3.956	-99.99	-99.99	LMC518.18.16681	HV2705	
OGLE-LMC-CEP-4177	F	05:35:37.23	-66:59:45.5	15.245	15.841	0.596	2.5106745	0.0000193	6000.56086	0.142	0.279	4.690	0.032	3.719	-99.99	-99.99	LMC518.26.14108	-99.99	secondary period 1.368360 d
OGLE-LMC-CEP-4178	12	05:35:41.73	-67:11:58.4	16.349	16.858	0.509	0.8055846	0.0000013	6000.17562	0.258	0.241	4.034	0.091	2.036	-99.99	-99.99	LMC518.18.19681	-99.99	
OGLE-LMC-CEP-4179	1	05:35:51.46	-66:10:00.7	15.572	16.059	0.487	1.3646924	0.0000020	6001.12423	0.260	0.272	4.219	0.066	1.788	-99.99	-99.99	LMC519.18.13	-99.99	
OGLE-LMC-CEP-4180	1	05:35:53.17	-74:02:03.2	16.006	16.666	0.660	1.4420291	0.0000046	6000.38271	0.252	0.235	4.618	0.036	2.712	-99.99	-99.99	LMC526.04.5559	-99.99	
OGLE-LMC-CEP-4181	F	05:35:54.96	-66:47:34.1	15.980	16.736	0.756	1.9014362	0.0000032	6001.81836	0.375	0.415	4.283	0.226	2.384	-99.99	-99.99	LMC519.01.47	-99.99	
OGLE-LMC-CEP-4182	F	05:35:57.95	-66:10:34.8	15.561	16.281	0.720	2.7359199	0.0000029	6000.86649	0.586	0.490	4.460	0.283	2.699	-99.99	-99.99	LMC519.18.12	HV12831	
OGLE-LMC-CEP-4183	1	05:36:01.16	-67:25:53.0	15.223	15.872	0.649	2.1886585	0.0000068	6001.65664	0.191	0.113	4.595	0.000	-99.99	-99.99	-99.99	LMC518.18.11002	-99.99	
OGLE-LMC-CEP-4184	1	05:36:01.78	-62:55:35.3	16.717	17.304	0.587	0.6683900	0.0000016	6000.36493	0.178	0.211	3.125	0.134	1.076	-99.99	-99.99	LMC597.24.5764	-99.99	
OGLE-LMC-CEP-4185	1	05:36:12.17	-66:23:29.7	14.992	15.572	0.580	2.2872434	0.0000065	6001.43808	0.183	0.093	4.804	0.000	-99.99	-99.99	-99.99	LMC519.09.2732	-99.99	
OGLE-LMC-CEP-4186	1	05:36:13.07	-64:19:28.7	15.753	16.322	0.569	1.5620353	0.0000058	6001.49371	0.179	0.123	4.686	0.025	3.945	-99.99	-99.99	LMC596.24.49	-99.99	
OGLE-LMC-CEP-4187	1	05:36:23.34	-67:38:48.8	16.541	17.184	0.643	0.8656115	0.0000018	6000.48320	0.203	0.201	3.979	0.066	1.791	-99.99	-99.99	LMC518.09.2786	-99.99	
OGLE-LMC-CEP-4188	1	05:36:26.24	-66:03:18.5	15.176	15.791	0.615	2.0821570	0.0000069	6001.65536	0.171	0.106	4.607	0.000	-99.99	-99.99	-99.99	LMC519.17.14225	-99.99	
OGLE-LMC-CEP-4189	12	05:36:26.93	-72:28:29.4	17.640	18.259	0.619	0.4432578	0.0000008	6000.11407	0.207	0.221	2.957	0.134	0.794	-99.99	-99.99	LMC514.11.9941	-99.99	
OGLE-LMC-CEP-4190	1	05:36:27.74	-66:50:18.1	15.097	15.736	0.639	2.0379708	0.0000106	6001.90628	0.260	0.167	4.677	0.043	2.944	-99.99	-99.99	LMC518.26.9269	LMV1017 HV5969	
OGLE-LMC-CEP-4191	1	05:36:28.01	-67:36:39.6	15.981	16.807	0.826	1.5901308	0.0000073	6000.73084	0.164	0.173	4.229	0.020	2.345	-99.99	-99.99	LMC518.09.2757	-99.99	
OGLE-LMC-CEP-4192	1	05:36:29.10	-66:39:26.7	14.765	15.370	0.605	2.6988969	0.0000106	6002.23072	0.237	0.058	4.640	0.020	5.114	-99.99	-99.99	LMC555.25.17680	-99.99	
OGLE-LMC-CEP-4193	F	05:36:29.19	-66:41:18.6	14.968	15.592	0.624	3.7444271	0.0000050	6002.77103	0.601	0.443	4.503	0.246	2.806	-99.99	-99.99	LMC555.25.17676	HV5971	
OGLE-LMC-CEP-4194	F	05:36:30.64	-66:36:33.0	13.805	14.517	0.712	8.0244360	0.0000283	6006.98960	0.543	0.338	5.029	0.197	3.054	-99.99	-99.99	LMC555.25.17675	HV2722	
OGLE-LMC-CEP-4195	12	05:36:36.14	-63:59:38.3	17.099	17.555	0.456	0.5042005	0.0000012	6000.39657	0.128	0.232	2.886	0.121	0.743	-99.99	-99.99	LMC596.32.264	-99.99	
OGLE-LMC-CEP-4196	12	05:36:36.37	-64:28:42.8	16.296	16.831	0.535	0.9147533	0.0000028	6000.07218	0.263	0.252	4.119	0.108	2.184	-99.99	-99.99	LMC596.15.6795	-99.99	
OGLE-LMC-CEP-4197	F	05:36:40.75	-65:14:36.4	16.027	16.657	0.630	1.8648208	0.0000028	6000.16558	0.455	0.457	4.372	0.268	2.590	-99.99	-99.99	LMC520.08.66	-99.99	
OGLE-LMC-CEP-4198	1	05:36:42.37	-67:40:30.5	14.747	15.360	0.613	2.7050633	0.0000110	6000.56712	0.170	0.064	4.247	0.000	-99.99	-99.99	-99.99	LMC518.09.2729	-99.99	
OGLE-LMC-CEP-4199	1	05:36:43.72	-67:35:03.7	15.382	16.101	0.719	1.9429357	0.0000033	6001.30583	0.253	0.142	4.476	0.014	3.992	-99.99	-99.99	LMC518.09.6102	-99.99	
OGLE-LMC-CEP-4200	1	05:36:44.78	-65:41:40.7	15.534	16.109	0.575	1.5130888	0.0000029	6001.30203	0.286	0.187	4.136	0.040	2.600	-99.99	-99.99	LMC556.15.8309	-99.99	
OGLE-LMC-CEP-4201	1	05:36:46.89	-66:17:22.0	15.575	16.242	0.667	1.7969335	0.0000083	6000.31303	0.266	0.189	4.498	0.018	3.130	-99.99	-99.99	LMC519.08.20308	-99.99	
OGLE-LMC-CEP-4202	F	05:36:48.30	-67:28:06.6	15.490	16.207	0.717	2.7402817	0.0000026	6000.28332	0.580	0.487	4.435	0.267	2.640	-99.99	-99.99	LMC518.09.8630	HV2725	
OGLE-LMC-CEP-4203	12	05:36:52.58	-64:42:48.7	15.994	16.527	0.533	1.1522126	0.0000024	6000.07255	0.257	0.218	4.324	0.066	2.108	-99.99	-99.99	LMC596.07.7791	-99.99	
OGLE-LMC-CEP-4204	1	05:36:54.36	-70:09:47.2	14.365	15.307	0.942	2.1012469	0.0000134	6000.55061	0.061	0.074	4.724	0.000	-99.99	LMC_SC16_172379	-99.99	LMC516.10.14	-99.99	
OGLE-LMC-CEP-4205	1	05:36:57.21	-64:46:51.5	16.284	16.949	0.665	1.1118306	0.0000026	6000.82252	0.176	0.183	4.094	0.024	2.177	-99.99	-99.99	LMC596.07.7767	-99.99	
OGLE-LMC-CEP-4206	1	05:36:58.29	-63:53:49.4	16.185	16.713	0.528	1.0603409	0.0000015	6000.65075	0.294	0.260	4.302	0.070	2.063	-99.99	-99.99	LMC596.32.5295	-99.99	
OGLE-LMC-CEP-4207	1	05:37:03.70	-70:59:02.4	14.744	15.502	0.758	2.9809153	0.0001283	6001.93095	0.014	0.000	-99.99	0.000	-99.99	-99.99	LMC178.6.24	LMC515.19.41109	-99.99	uncertain (small amplitude)
OGLE-LMC-CEP-4208	F	05:37:17.35	-66:45:11.9	13.966	14.701	0.735	8.7198912	0.0000586	6000.13150	0.272	0.240	5.933	0.078	4.949	-99.99	-99.99	LMC555.25.2781	HV2733	
OGLE-LMC-CEP-4209	12	05:37:23.59	-69:39:56.5	16.669	17.581	0.912	0.4935411	0.0000019	6000.26509	0.056	0.098	-99.99	0.000	-99.99	-99.99	LMC176.5.18672	LMC516.18.54255	-99.99	
OGLE-LMC-CEP-4210	1	05:37:26.25	-67:20:17.4	15.778	16.479	0.701	1.7587719	0.0000036	6000.44523	0.203	0.175	4.812	0.028	4.540	-99.99	-99.99	LMC518.17.14915	-99.99	
OGLE-LMC-CEP-4211	F	05:37:28.28	-66:37:43.1	13.970	14.733	0.763	8.3260002	0.0000319	6006.59769	0.506	0.270	5.386	0.229	3.999	-99.99	-99.99	LMC555.25.5971	RU Dor HV2738	
OGLE-LMC-CEP-4212	1	05:37:28.29	-67:34:43.4	15.225	15.927	0.702	2.2595420	0.0000093	6000.99542	0.191	0.074	5.096	0.014	5.032	-99.99	-99.99	LMC518.08.18904	-99.99	secondary period 1.415390 d
OGLE-LMC-CEP-4213	1	05:37:30.35	-64:41:06.6	16.621	17.145	0.524	0.6741388	0.0000096	6000.04428	0.299	0.235	3.743	0.092	1.310	-99.99	-99.99	LMC596.14.103	-99.99	
OGLE-LMC-CEP-4214	F	05:37:33.22	-67:44:40.5	15.241	15.956	0.715	3.2591584	0.0000042	6001.97688	0.530	0.455	4.568	0.263	2.890	-99.99	-99.99	LMC518.08.12307	HV5978	
OGLE-LMC-CEP-4215	1	05:37:34.57	-66:17:01.8	15.405	16.155	0.750	2.2467477	0.0000065	6000.12314	0.251	0.143	4.871	0.018	4.145	-99.99	-99.99	LMC519.08.8666	LMV1450 HV12632	
OGLE-LMC-CEP-4216	F	05:37:42.34	-66:28:43.4	14.441	15.314	0.873	7.9041386	0.0001337	6006.30316	0.116	0.086	0.343	0.000	-99.99	-99.99	-99.99	LMC519.08.7	-99.99	uncertain
OGLE-LMC-CEP-4217	1	05:37:44.40	-67:18:47.6	14.193	14.857	0.664	4.6479505	0.0000184	6004.30349	0.236	0.214	4.509	0.096	2.576	-99.99	-99.99	LMC555.07.20060	-99.99	secondary period 2.928026 d
OGLE-LMC-CEP-4218	12	05:37:49.81	-67:17:32.0	16.631	17.159	0.528	0.7559050	0.0000017	6000.59057	0.267	0.204	3.841	0.085	2.013	-99.99	-99.99	LMC555.07.20134	-99.99	
OGLE-LMC-CEP-4219	1	05:37:53.66	-66:56:48.8	14.333	14.956	0.623	3.8387137	0.0000183	6001.07250	0.202	0.154	3.834	0.061	0.869	-99.99	-99.99	LMC555.15.16224	LMV602 HV2743	
OGLE-LMC-CEP-4220	1	05:38:01.49	-65:18:59.2	15.691	16.434	0.743	1.3296345	0.0000031	6001.02075	0.343	0.285	4.390	0.089	2.304	-99.99	-99.99	LMC556.24.8316	HV12833	
OGLE-LMC-CEP-4221	F	05:38:01.50	-72:33:01.8	15.615	16.333	0.718	2.9858399	0.0000098	6001.87403	0.260	0.274	4.594	0.077	2.893	-99.99	-99.99	LMC514.10.98	-99.99	
OGLE-LMC-CEP-4222	1	05:38:04.34	-66:35:37.4	14.559	15.156	0.597	3.0539409	0.0000094	6002.30902	0.232	0.084	3.748	0.030	5.947	-99.99	-99.99	LMC555.24.17828	-99.99	
OGLE-LMC-CEP-4223	1	05:38:07.03	-66:47:06.6	16.178	16.766	0.588	1.1038645	0.0000020	6000.35554	0.219	0.211	4.301	0.051	1.856	-99.99	-99.99	LMC555.24.10086	-99.99	
OGLE-LMC-CEP-4224	1	05:38:08.98	-66:52:52.1	15.639	16.248	0.609	1.8123478	0.0000037	6001.69654	0.246	0.141	4.631	0.023	0.985	-99.99	-99.99	LMC555.15.19075	-99.99	
OGLE-LMC-CEP-4225	1	05:38:09.24	-74:37:03.0	16.748	17.426	0.678	0.8128385	0.0000086	6000.52818	0.201	0.190	3.641	0.086	1.206	-99.99	-99.99	LMC645.21.4912	-99.99	
OGLE-LMC-CEP-4226	1	05:38:11.25	-73:02:25.2	16.457	17.157	0.700	1.0593926	0.0000036	6000.50071	0.179	0.196	3.940	0.050	1.820	-99.99	-99.99	LMC526.28.6034	-99.99	
OGLE-LMC-CEP-4227	12	05:38:19.94	-67:17:02.7	16.539	17.066	0.527	0.8317869	0.0000012	6000.23093	0.373	0.296	4.020	0.098	1.942	-99.99	-99.99	LMC555.07.7002	-99.99	
OGLE-LMC-CEP-4228	1	05:38:19.98	-67:20:32.1	14.401	15.223	0.822	4.7098541	0.0000155	6002.79723	0.275	0.223	4.675	0.064	2.740	-99.99	-99.99	LMC555.07.3074	HV5982	
OGLE-LMC-CEP-4229	1	05:38:21.36	-74:06:50.2	16.084	16.735	0.651	1.2006988	0.0000031	6000.40985	0.329	0.258	4.204	0.073	2.104	-99.99	-99.99	LMC526.03.63	-99.99	
OGLE-LMC-CEP-4230	F	05:38:23.42	-65:48:53.3	15.497	16.178	0.681	3.2032973	0.0000064	6003.18603	0.364	0.374	4.693	0.154	3.054	-99.99	-99.99	LMC556.14.41	-99.99	
OGLE-LMC-CEP-4231	1	05:38:24.95	-64:57:49.6	14.910	15.543	0.633	2.4990268	0.0000105	6000.75243	0.228	0.059	4.801	0.019	5.537	-99.99	-99.99	LMC596.06.41	HV12832	secondary period 1.557814 d
OGLE-LMC-CEP-4232	F	05:38:24.98	-66:40:55.2	15.514	16.229	0.715	2.7854142	0.0000040	6000.10122	0.383	0.428	4.505	0.205	2.809	-99.99	-99.99	LMC555.24.5456	-99.99	
OGLE-LMC-CEP-4233	12	05:38:29.01	-70:39:20.1	18.087	17.981	-0.106	0.3903381	0.0000010	6000.20337	0.210	0.207	2.889	0.110	0.993	LMC_SC17_76832	LMC177.8.70625	LMC515.26.42740	-99.99	
OGLE-LMC-CEP-4234	1	05:38:30.74	-66:30:27.2	15.230	15.818	0.588	2.0211677	0.0000066	6001.76484	0.228	0.115	4.811	0.034	4.712	-99.99	-99.99	LMC555.32.7	-99.99	
OGLE-LMC-CEP-4235	1	05:38:36.19	-66:07:33.4	15.450	16.067	0.617	1.6682251	0.0000021	6001.23370	0.282	0.225	4.449	0.075	2.942	-99.99	-99.99	LMC556.06.71	-99.99	
OGLE-LMC-CEP-4236	F	05:38:40.76	-67:02:05.8	15.245	15.875	0.630	2.9253095	0.0000039	6000.41472	0.557	0.447	4.462	0.248	2.638	-99.99	-99.99	LMC555.15.2792	HV12999	
OGLE-LMC-CEP-4237	F	05:38:41.28	-64:50:46.3	14.909	15.572	0.663	4.0299525	0.0000094	6002.83185	0.579	0.454	4.591	0.241	2.948	-99.99	-99.99	LMC596.06.7576	HV12834	
OGLE-LMC-CEP-4238	1	05:38:45.26	-66:37:53.3	16.009	16.597	0.588	1.3002335	0.0000022	6000.63437	0.250	0.189	4.547	0.048	2.410	-99.99	-99.99	LMC555.24.5475	-99.99	
OGLE-LMC-CEP-4239	F	05:38:46.39	-67:05:06.9	14.327	15.124	0.797	7.4759290	0.0000687	6003.36970	0.131	0.164	5.940	0.000	-99.99	-99.99	-99.99	LMC555.15.11	LMV1030 HV5986	
OGLE-LMC-CEP-4240	1	05:38:48.16	-66:15:57.5	16.454	17.085	0.631	0.8989835	0.0000017	6000.39559	0.170	0.173	3.640	0.084	1.391	-99.99	-99.99	LMC555.32.5731	-99.99	
OGLE-LMC-CEP-4241	F	05:38:56.05	-66:06:05.4	15.369	16.148	0.779	3.1799661	0.0000038	6002.41270	0.540	0.424	4.461	0.224	2.660	-99.99	-99.99	LMC556.06.78	HV12835	
OGLE-LMC-CEP-4242	1	05:39:18.23	-66:08:52.5	16.799	17.197	0.398	0.4901039	0.0000006	6000.03520	0.207	0.129	4.457	0.000	-99.99	-99.99	-99.99	LMC556.06.292	-99.99	
OGLE-LMC-CEP-4243	1	05:39:28.83	-66:27:34.6	15.238	15.755	0.517	1.7792545	0.0000032	6000.15369	0.282	0.226	4.530	0.041	2.983	-99.99	-99.99	LMC555.31.8673	-99.99	
OGLE-LMC-CEP-4244	F	05:39:31.99	-63:38:52.9	15.255	15.937	0.682	3.3243580	0.0000214	6002.17353	0.308	0.342	4.676	0.135	3.040	-99.99	-99.99	LMC597.04.47	-99.99	
OGLE-LMC-CEP-4245	1	05:39:37.70	-66:44:39.6	15.553	16.092	0.539	1.4942068	0.0000030	6001.21268	0.241	0.181	4.050	0.012	-99.99	-99.99	-99.99	LMC555.23.12789	-99.99	secondary period 0.912733 d
OGLE-LMC-CEP-4246	1	05:39:41.28	-64:10:08.4	16.376	17.020	0.644	0.9739609	0.0000019	6000.44954	0.190	0.174	4.010	0.049	1.486	-99.99	-99.99	LMC596.22.5610	-99.99	
OGLE-LMC-CEP-4247	2	05:39:44.33	-69:37:48.7	16.107	16.491	0.384	0.5918707	0.0000033	6000.10800	0.029	0.000	-99.99	0.000	-99.99	-99.99	LMC176.4.97	LMC516.17.45057	-99.99	
OGLE-LMC-CEP-4248	1	05:39:45.20	-67:03:23.1	14.460	15.140	0.680	3.6143679	0.0000217	6001.97695	0.201	0.142	3.589	0.058	0.812	-99.99	-99.99	LMC555.14.14959	LMV1783 HV5992	
OGLE-LMC-CEP-4249	F	05:39:47.71	-67:22:23.4	14.889	15.581	0.692	3.9071625	0.0000043	6002.57556	0.545	0.426	4.533	0.227	2.872	-99.99	-99.99	LMC555.06.17749	-99.99	
OGLE-LMC-CEP-4250	F	05:39:57.17	-66:26:30.8	15.283	15.925	0.642	3.0100866	0.0000056	6001.19257	0.406	0.442	4.491	0.215	2.814	-99.99	-99.99	LMC555.31.2176	HV12638	
OGLE-LMC-CEP-4251	F	05:39:58.99	-66:50:13.3	15.838	16.483	0.645	2.0132123	0.0000031	6000.31416	0.502	0.494	4.323	0.284	2.534	-99.99	-99.99	LMC555.23.30	HV5997	
OGLE-LMC-CEP-4252	F	05:40:01.50	-65:23:11.7	15.087	15.869	0.782	3.9308828	0.0000189	6003.29840	0.151	0.191	4.714	0.034	3.285	-99.99	-99.99	LMC556.22.8166	-99.99	
OGLE-LMC-CEP-4253	1	05:40:03.14	-67:04:18.0	15.121	15.667	0.546	2.0278938	0.0000035	6001.18644	0.257	0.159	4.632	0.017	3.492	-99.99	-99.99	LMC555.14.2760	HV5996	
OGLE-LMC-CEP-4254	1	05:40:03.25	-63:51:02.6	16.267	16.892	0.625	1.0053013	0.0000016	6000.29896	0.186	0.197	4.031	0.050	1.769	-99.99	-99.99	LMC596.30.5481	-99.99	
OGLE-LMC-CEP-4255	F	05:40:03.92	-67:23:52.4	14.576	15.382	0.806	5.4730661	0.0000210	6001.77771	0.332	0.381	4.793	0.126	3.467	-99.99	-99.99	LMC555.06.3441	-99.99	
OGLE-LMC-CEP-4256	1	05:40:06.34	-66:52:22.9	14.767	15.345	0.578	2.5622617	0.0000055	6000.85469	0.253	0.135	4.665	0.010	-99.99	-99.99	-99.99	LMC555.14.9296	-99.99	
OGLE-LMC-CEP-4257	F	05:40:07.03	-66:55:52.0	14.739	15.391	0.652	4.1885275	0.0000054	6001.98578	0.599	0.446	4.492	0.246	2.783	-99.99	-99.99	LMC555.14.6241	HV2782	
OGLE-LMC-CEP-4258	12	05:40:09.45	-64:05:49.4	18.023	18.521	0.498	0.3081617	0.0000007	6000.15768	0.183	0.199	1.435	0.129	5.479	-99.99	-99.99	LMC596.22.6052	-99.99	
OGLE-LMC-CEP-4259	1	05:40:10.35	-65:34:50.5	15.034	15.558	0.524	2.1650399	0.0000063	6000.58320	0.221	0.129	4.770	0.000	-99.99	-99.99	-99.99	LMC556.22.35	-99.99	
OGLE-LMC-CEP-4260	F	05:40:11.46	-66:41:02.6	15.028	15.775	0.747	4.0190687	0.0000071	6001.62017	0.456	0.445	4.695	0.225	3.169	-99.99	-99.99	LMC555.23.5256	HV2786	
OGLE-LMC-CEP-4261	F	05:40:15.50	-62:52:30.7	16.553	17.097	0.544	1.3813330	0.0000078	6001.22676	0.320	0.314	3.757	0.121	1.238	-99.99	-99.99	LMC597.21.5305	-99.99	
OGLE-LMC-CEP-4262	1	05:40:23.72	-67:26:29.0	14.761	15.358	0.597	2.6303870	0.0000052	6002.08548	0.199	0.074	4.443	0.000	-99.99	-99.99	-99.99	LMC555.06.18	-99.99	
